alert_id,alert_time,user,account_type,department,office,privileged,tenure_days,days_until_departure,rule_name,new_device,new_country,geo_velocity_kmh,failed_logins_1h,hour_unusualness,mfa_method,asn_type,ip_reputation,logins_24h,logins_7d,distinct_ips_7d,bytes_out_mb,session_minutes,browser,os,user_agent_length,analyst,triage_minutes,verdict
ALR-028833,2026-08-28T15:07:08Z,rbell,human,Engineering,New York,0,2044,,R02_new_device,1,0,285.0,0,0.474,totp,residential,99.0,9,61,4,19.4,145.4,safari,macos,244,a4,2.3,false_positive
ALR-028834,2026-08-28T15:35:13Z,swatson,human,Sales,San Francisco,0,872,,R01_impossible_travel,0,0,3025.0,1,0.446,none,corporate,55.0,14,81,2,23.2,17.4,chrome,windows,122,a4,14.2,false_positive
ALR-028835,2026-08-28T15:50:13Z,nsmith,human,Engineering,San Francisco,0,761,,R02_new_device,1,0,0.0,2,0.565,push,corporate,,14,101,3,2.3,152.8,firefox,windows,123,a2,23.8,true_positive
ALR-028836,2026-08-28T15:59:43Z,dsimmons4,human,Security,Remote,0,686,,R02_new_device,1,0,0.0,0,0.485,sms,residential,51.0,7,41,5,1.6,81.5,chrome,android,97,a2,5.5,false_positive
ALR-028837,2026-08-28T16:00:50Z,bcoleman6,human,Operations,San Francisco,0,2520,,R01_impossible_travel,1,0,1216.0,2,0.425,none,mobile,100.0,13,73,4,5.3,19.4,safari,windows,218,a3,41.0,false_positive
ALR-028838,2026-08-28T16:02:48Z,dbutler2,human,People,New York,0,2843,,R03_failed_login_burst,0,0,349.0,14,0.443,push,residential,78.0,7,42,2,31.3,51.4,chrome,macos,90,a1,49.4,true_positive
ALR-028838,2026-08-28T16:02:48Z,dbutler2,human,People,New York,0,2843,,R03_failed_login_burst,0,0,349.0,14,0.443,push,residential,78.0,7,42,2,31.3,51.4,chrome,macos,90,a1,49.4,true_positive
ALR-028839,2026-08-28T16:05:35Z,kmoore,human,Sales,Remote,1,799,,R04_off_hours,0,0,0.0,0,0.426,totp,corporate,55.0,6,34,4,166.8,13.7,edge,macos,143,a6,18.3,false_positive
ALR-028840,2026-08-28T16:17:47Z,glewis,human,Sales,Remote,0,460,,R03_failed_login_burst,1,0,0.0,9,0.418,totp,residential,80.0,2,13,5,20.9,33.9,edge,windows,139,a1,4.9,false_positive
ALR-028841,2026-08-28T17:02:29Z,mlewis,human,Finance,Remote,0,2957,,R07_mfa_method_change,0,0,0.0,0,0.458,sms,mobile,65.0,13,74,4,15.5,1.4,safari,macos,205,a5,12.2,false_positive
ALR-028842,2026-08-28T17:15:31Z,snguyen,human,Sales,Austin,0,2620,,R02_new_device,1,0,0.0,0,0.231,push,corporate,,16,102,2,14.0,65.5,chrome,ios,99,a5,12.6,false_positive
ALR-028843,2026-08-28T17:29:42Z,svc_billing_sync,service,Service,Datacenter,1,663,,R07_mfa_method_change,0,0,167.0,0,0.381,sms,residential,70.0,411,2958,2,12.7,99.9,chrome,windows,241,a5,3.9,false_positive
ALR-028844,2026-08-28T17:36:47Z,jdavis,human,Sales,Austin,0,2103,,R07_mfa_method_change,0,0,0.0,1,0.163,none,residential,73.0,14,98,3,22.2,13.0,safari,macos,216,a4,32.0,false_positive
ALR-028845,2026-08-28T17:40:04Z,svc_deploy,service,Service,Datacenter,1,173,,R03_failed_login_burst,0,0,0.0,15,0.628,push,residential,62.0,413,2711,4,12.7,88.2,chrome,ios,232,a5,2.5,false_positive
ALR-028846,2026-08-28T17:41:16Z,khall,human,Finance,San Francisco,0,432,,R06_risky_ip,0,0,0.0,1,0.214,totp,hosting,62.0,10,63,2,38.9,18.2,safari,windows,131,a5,4.7,false_positive
ALR-028847,2026-08-28T17:49:12Z,jpatel,human,People,Austin,0,1715,,R04_off_hours,1,0,124.0,1,0.792,push,hosting,43.0,6,41,1,15.6,5.0,chrome,windows,145,a3,68.7,true_positive
ALR-028848,2026-08-28T17:53:10Z,ayoung4,human,Security,New York,0,1887,,R02_new_device,1,0,0.0,0,0.69,push,residential,45.0,7,50,4,41.6,5.8,chrome,windows,201,a2,7.2,false_positive
ALR-028849,2026-08-28T17:55:25Z,mkelly,human,Security,San Francisco,1,266,,R03_failed_login_burst,0,0,0.0,16,0.715,push,residential,75.0,11,67,4,69.1,50.9,chrome,macos,209,a5,35.2,false_positive
ALR-028850,2026-08-28T17:55:32Z,rperry2,human,Finance,New York,0,2751,,R03_failed_login_burst,0,0,0.0,11,0.472,totp,corporate,73.0,10,56,3,8.2,5.0,chrome,windows,177,a6,4.0,false_positive
ALR-028851,2026-08-28T18:28:47Z,ngray7,human,Sales,San Francisco,0,411,,R07_mfa_method_change,0,0,0.0,2,0.021,none,residential,65.0,12,85,3,21.3,60.3,chrome,android,99,a2,5.6,false_positive
ALR-028852,2026-08-28T18:30:03Z,jharris,human,Engineering,San Francisco,0,332,,R06_risky_ip,1,0,291.0,0,0.367,push,residential,79.0,1,6,2,22.3,53.9,safari,macos,122,a2,10.0,false_positive
ALR-028853,2026-08-28T18:32:44Z,dfoster,human,Sales,Remote,0,3005,,R05_new_country,1,1,0.0,0,0.451,push,corporate,60.0,12,70,7,28.4,4.0,firefox,macos,109,a3,18.2,false_positive
ALR-028854,2026-08-28T18:34:10Z,fperez,human,Sales,Austin,0,3138,,R06_risky_ip,0,0,0.0,0,0.285,push,hosting,,11,67,3,9.9,3.1,edge,macos,177,a5,8.5,false_positive
ALR-028855,2026-08-28T18:43:27Z,crogers,human,Marketing,San Francisco,0,2321,,R06_risky_ip,1,1,0.0,0,0.17,push,mobile,56.0,15,101,6,36.0,219.2,chrome,windows,196,a3,13.1,false_positive
ALR-028856,2026-08-28T18:52:49Z,schen,human,People,Remote,0,1700,,R02_new_device,1,0,0.0,1,0.188,push,residential,79.0,12,70,3,19.1,89.9,chrome,ios,135,a3,3.6,false_positive
ALR-028857,2026-08-28T19:07:37Z,rbell,human,Engineering,New York,0,2044,,R04_off_hours,0,0,27.0,0,0.762,sms,residential,78.0,9,61,2,151.1,2.4,safari,macos,180,a6,18.4,false_positive
ALR-028858,2026-08-28T19:25:35Z,aadams,human,Marketing,Austin,0,1424,,R02_new_device,1,0,0.0,0,0.082,push,mobile,70.0,9,66,5,15.0,23.5,edge,ios,218,a1,9.3,false_positive
ALR-028859,2026-08-28T19:39:09Z,bmiller,human,Sales,New York,0,1582,,R02_new_device,1,0,0.0,1,0.3,push,residential,,13,96,1,100.5,19.0,safari,windows,106,a1,4.3,false_positive
ALR-028859,2026-08-28T19:39:09Z,bmiller,human,Sales,New York,0,1582,,R02_new_device,1,0,0.0,1,0.3,push,residential,,13,96,1,100.5,19.0,safari,windows,106,a1,4.3,false_positive
ALR-028860,2026-08-28T19:46:03Z,ahill,human,Operations,San Francisco,0,2357,,R01_impossible_travel,0,0,1246.0,0,0.242,totp,residential,77.0,8,48,4,129.2,14.2,chrome,windows,170,a1,6.8,false_positive
ALR-028861,2026-08-28T19:51:55Z,nsmith,human,Engineering,San Francisco,0,761,,R05_new_country,0,1,0.0,0,0.388,push,corporate,89.0,18,100,3,32.7,52.1,edge,windows,177,a3,22.9,false_positive
ALR-028862,2026-08-28T20:18:11Z,dparker,human,Engineering,San Francisco,0,407,,R07_mfa_method_change,0,0,0.0,1,0.358,sms,residential,49.0,5,31,3,49.1,26.1,edge,ios,157,a1,9.0,false_positive
ALR-028863,2026-08-28T20:23:24Z,amoore6,human,Engineering,San Francisco,0,551,,R01_impossible_travel,0,0,2733.0,0,0.413,push,residential,36.0,8,47,2,21.0,36.3,chrome,macos,179,a3,8.4,false_positive
ALR-028864,2026-08-28T20:53:50Z,lhill,human,Security,San Francisco,0,1733,,R04_off_hours,0,0,0.0,0,0.825,push,residential,75.0,7,51,2,12.8,22.7,chrome,macos,200,a1,15.1,false_positive
ALR-028865,2026-08-28T20:55:10Z,mreed,human,Engineering,Austin,0,1573,,R04_off_hours,0,0,18.0,0,0.958,push,residential,85.0,10,63,4,29.4,38.9,edge,windows,135,a5,7.2,false_positive
ALR-028866,2026-08-28T20:55:33Z,dwright,human,Finance,San Francisco,0,2786,,R03_failed_login_burst,0,0,0.0,9,0.47,totp,corporate,65.0,7,43,3,22.4,21.9,chrome,macos,147,a3,5.6,false_positive
ALR-028867,2026-08-28T20:57:22Z,rjones,human,Marketing,London,0,2216,,R04_off_hours,0,0,0.0,0,0.815,totp,mobile,48.0,8,47,1,160.8,11.2,safari,macos,239,a5,3.5,false_positive
ALR-028868,2026-08-28T21:00:23Z,rhoward,human,Engineering,San Francisco,1,2112,,R03_failed_login_burst,0,1,0.0,7,0.07,push,residential,76.0,11,77,5,3.1,35.6,chrome,macos,94,a5,9.8,false_positive
ALR-028869,2026-08-28T21:20:20Z,mmorris,human,Finance,Austin,0,2901,,R02_new_device,1,0,0.0,0,0.351,push,residential,100.0,13,95,2,10.4,13.7,chrome,windows,187,a6,8.4,false_positive
ALR-028870,2026-08-28T21:32:49Z,eevans,human,Security,San Francisco,1,1666,,R04_off_hours,0,0,0.0,0,0.546,push,residential,79.0,12,76,1,55.1,5.0,edge,macos,154,a1,5.2,false_positive
ALR-028871,2026-08-28T21:35:06Z,thenderson,human,People,London,0,1427,,R02_new_device,1,1,0.0,1,0.318,totp,corporate,,7,51,3,90.9,31.2,chrome,ios,186,a3,3.4,false_positive
ALR-028872,2026-08-28T21:47:08Z,mramirez4,human,Engineering,San Francisco,0,3106,,R07_mfa_method_change,0,0,987.0,1,0.327,sms,mobile,53.0,9,53,2,22.4,109.8,safari,macos,113,a4,5.5,false_positive
ALR-028873,2026-08-28T21:47:29Z,groberts5,human,People,Remote,1,2790,,R06_risky_ip,0,0,0.0,0,0.189,push,mobile,69.0,14,88,1,21.4,11.8,chrome,macos,210,a3,6.1,false_positive
ALR-028874,2026-08-28T21:48:38Z,twashington,human,People,New York,0,2235,,R03_failed_login_burst,1,0,0.0,14,0.13,none,corporate,70.0,10,74,2,165.2,5.2,chrome,macos,258,a4,23.0,false_positive
ALR-028875,2026-08-28T21:50:07Z,apatel6,human,Sales,Remote,1,1040,,R06_risky_ip,0,0,0.0,0,0.227,push,hosting,11.0,9,51,1,30.9,22.8,chrome,macos,90,a3,28.4,false_positive
ALR-028876,2026-08-28T21:54:49Z,wbryant,human,Engineering,San Francisco,0,125,,R01_impossible_travel,0,1,1388.0,0,0.405,totp,residential,,9,59,6,32.2,13.7,chrome,windows,119,a2,36.7,true_positive
ALR-028877,2026-08-28T22:12:42Z,pchen,human,Marketing,New York,0,464,,R04_off_hours,0,0,0.0,0,0.964,totp,residential,72.0,6,34,1,36.7,49.0,chrome,macos,189,a3,6.9,false_positive
ALR-028878,2026-08-28T22:19:04Z,svc_jenkins,service,Service,Datacenter,1,2212,,R04_off_hours,1,0,87.0,1,0.973,none,residential,82.0,418,2970,3,27.2,24.7,firefox,android,97,a1,8.1,false_positive
ALR-028879,2026-08-28T22:30:24Z,mbryant,human,Engineering,Remote,0,2864,,R03_failed_login_burst,0,0,0.0,14,0.327,push,mobile,67.0,9,61,3,53.2,27.7,chrome,macos,220,a5,4.8,false_positive
ALR-028880,2026-08-28T22:37:24Z,plopez,human,Operations,New York,0,1641,,R03_failed_login_burst,0,0,1235.0,9,0.085,totp,residential,58.0,8,45,3,59.4,79.7,edge,macos,181,a2,6.8,false_positive
ALR-028881,2026-08-28T22:46:48Z,jtaylor,human,Finance,Remote,0,2194,,R03_failed_login_burst,0,0,0.0,11,0.466,none,residential,64.0,12,72,3,4.9,28.4,safari,windows,99,a3,10.0,false_positive
ALR-028882,2026-08-28T23:06:22Z,mlewis,human,Finance,Remote,0,2957,,R02_new_device,1,0,0.0,1,0.365,push,corporate,79.0,8,52,2,19.2,28.0,edge,windows,102,a1,6.0,false_positive
ALR-028883,2026-08-28T23:11:42Z,sgonzales,human,Finance,Remote,0,1266,,R02_new_device,1,0,0.0,1,0.322,push,corporate,67.0,12,85,4,2.6,3.9,chrome,macos,196,a5,7.7,false_positive
ALR-028884,2026-08-28T23:16:55Z,sperry,human,Engineering,Remote,0,2453,,R04_off_hours,1,0,0.0,0,0.631,push,residential,100.0,9,56,6,20.3,23.9,chrome,macos,144,a6,22.1,false_positive
ALR-028885,2026-08-28T23:31:12Z,plopez,human,Operations,New York,0,1641,,R07_mfa_method_change,0,0,0.0,0,0.025,none,residential,62.0,8,58,2,33.8,23.9,safari,android,147,a4,21.5,false_positive
ALR-028886,2026-08-28T23:32:46Z,svc_jenkins,service,Service,Datacenter,1,2212,,R03_failed_login_burst,0,0,0.0,18,0.307,push,residential,76.0,431,2450,2,36.9,26.6,chrome,macos,202,a4,11.5,false_positive
ALR-028887,2026-08-28T23:42:32Z,bwood,human,Engineering,Austin,0,992,,R02_new_device,1,0,0.0,0,0.15,totp,residential,,7,46,2,18.6,48.7,chrome,windows,210,a3,23.0,false_positive
ALR-028888,2026-08-28T23:47:37Z,rwashington,human,Marketing,New York,0,1688,,R06_risky_ip,0,0,0.0,0,0.321,push,residential,52.0,8,55,1,23.2,14.6,chrome,windows,161,a5,2.0,false_positive
ALR-028889,2026-08-28T23:55:48Z,mmorris,human,Finance,Austin,0,2901,,R02_new_device,1,0,56.0,0,0.556,sms,residential,69.0,12,77,4,11.3,227.6,edge,windows,195,a6,4.7,false_positive
ALR-028890,2026-08-29T00:04:39Z,svc_billing_sync,service,Service,Datacenter,1,664,,R04_off_hours,0,0,0.0,1,0.911,push,corporate,60.0,409,2897,1,47.7,115.2,chrome,windows,212,a4,7.7,false_positive
ALR-028891,2026-08-29T00:23:13Z,sallen,human,Operations,San Francisco,0,1304,,R07_mfa_method_change,0,0,0.0,0,0.213,sms,hosting,28.0,13,76,1,44.7,22.6,safari,ios,200,a5,15.6,false_positive
ALR-028892,2026-08-29T00:32:39Z,svc_jenkins,service,Service,Datacenter,1,2213,,R06_risky_ip,0,0,0.0,0,0.246,push,hosting,38.0,417,2649,3,4.8,113.6,safari,ios,178,a1,20.2,false_positive
ALR-028893,2026-08-29T00:40:23Z,asanchez2,human,Sales,London,0,1129,,R02_new_device,1,0,0.0,0,0.236,totp,residential,60.0,9,62,4,384.6,29.5,chrome,windows,91,a4,7.6,false_positive
ALR-028894,2026-08-29T00:42:26Z,kwood,human,Finance,San Francisco,0,2629,,R06_risky_ip,0,0,0.0,0,0.41,totp,hosting,18.0,10,70,2,25.7,50.4,safari,macos,239,a3,6.4,false_positive
ALR-028895,2026-08-29T00:47:44Z,alewis,human,Engineering,San Francisco,0,1616,,R01_impossible_travel,0,0,2242.0,0,0.314,push,residential,81.0,8,47,4,5.3,12.9,chrome,macos,133,a6,10.2,false_positive
ALR-028896,2026-08-29T00:55:29Z,awilson,human,Engineering,San Francisco,0,791,,R06_risky_ip,0,0,519.0,1,0.504,none,mobile,38.0,8,56,4,2.7,59.6,chrome,windows,122,a5,14.1,false_positive
ALR-028897,2026-08-29T01:01:41Z,dkelly,human,Engineering,New York,0,2319,,R02_new_device,1,0,0.0,1,0.203,sms,residential,60.0,9,66,5,14.6,95.1,chrome,windows,175,a4,10.9,false_positive
ALR-028898,2026-08-29T01:24:30Z,kross,human,Operations,London,0,2632,,R04_off_hours,0,0,0.0,0,0.84,totp,residential,49.0,12,80,4,44.0,71.7,chrome,windows,199,a1,32.0,true_positive
ALR-028899,2026-08-29T01:34:01Z,phenderson,human,Engineering,San Francisco,0,1610,,R06_risky_ip,1,0,0.0,0,0.291,push,residential,90.0,9,64,2,12.4,46.6,chrome,macos,164,a5,13.2,false_positive
ALR-028900,2026-08-29T01:34:09Z,kpatterson,human,People,Remote,0,289,,R03_failed_login_burst,0,0,0.0,12,0.284,sms,corporate,63.0,15,106,1,149.4,86.4,safari,macos,237,a4,5.0,false_positive
ALR-028901,2026-08-29T01:36:22Z,snguyen,human,Sales,Austin,0,2621,,R04_off_hours,1,0,0.0,2,0.784,push,mobile,41.0,10,67,3,13.6,24.5,safari,ios,137,a3,22.3,true_positive
ALR-028902,2026-08-29T01:39:58Z,jthomas,human,Sales,New York,1,2226,,R07_mfa_method_change,1,0,0.0,1,0.13,sms,corporate,64.0,12,83,3,5.7,115.1,safari,macos,248,a2,15.9,false_positive
ALR-028903,2026-08-29T01:44:06Z,schen,human,People,Remote,0,1701,,R02_new_device,1,0,0.0,0,0.235,push,corporate,82.0,11,70,4,103.8,58.5,safari,macos,234,a1,6.2,false_positive
ALR-028904,2026-08-29T01:44:21Z,jharris,human,Engineering,San Francisco,0,333,,R06_risky_ip,0,0,0.0,1,0.304,totp,hosting,24.0,12,80,2,12.6,24.0,safari,ios,124,a2,1.5,false_positive
ALR-028905,2026-08-29T01:47:45Z,ajones,human,Security,London,0,2125,,R04_off_hours,0,0,0.0,2,0.976,push,mobile,59.0,12,78,1,46.3,104.6,chrome,macos,177,a5,20.0,false_positive
ALR-028906,2026-08-29T01:54:43Z,jwhite4,human,Finance,San Francisco,0,810,,R05_new_country,0,1,0.0,0,0.201,push,corporate,69.0,6,36,1,49.7,89.9,chrome,macos,128,a1,8.1,false_positive
ALR-028907,2026-08-29T01:57:29Z,ssmith,human,Sales,New York,0,1377,,R07_mfa_method_change,1,0,0.0,0,0.124,sms,residential,83.0,13,89,3,17.6,15.1,chrome,windows,221,a4,5.2,false_positive
ALR-028908,2026-08-29T01:58:16Z,ascott,human,Finance,London,1,928,,R03_failed_login_burst,0,0,0.0,10,0.313,sms,residential,88.0,5,32,3,23.0,22.1,chrome,ios,167,a3,1.5,false_positive
ALR-028909,2026-08-29T02:00:52Z,ljones2,human,Sales,New York,0,900,,R04_off_hours,0,1,0.0,1,0.816,sms,corporate,,8,48,1,98.0,5.5,chrome,macos,110,a2,12.3,false_positive
ALR-028910,2026-08-29T02:02:14Z,cstewart,human,Finance,New York,1,2798,,R04_off_hours,0,0,0.0,0,0.748,push,residential,58.0,7,41,3,8.6,25.7,chrome,macos,227,a3,3.3,false_positive
ALR-028911,2026-08-29T02:08:09Z,bpatel7,human,Engineering,New York,0,2932,,R02_new_device,1,0,191.0,1,0.2,push,residential,49.0,7,44,3,28.0,53.8,safari,windows,245,a2,20.3,false_positive
ALR-028912,2026-08-29T02:21:45Z,sallen,human,Operations,San Francisco,0,1304,,R03_failed_login_burst,0,0,0.0,12,0.374,push,corporate,76.0,6,37,2,18.8,29.9,edge,macos,214,a3,10.7,false_positive
ALR-028913,2026-08-29T02:24:16Z,bward,human,Engineering,London,1,3007,,R03_failed_login_burst,0,1,0.0,9,0.517,sms,residential,76.0,12,82,7,37.2,71.6,chrome,windows,165,a4,9.4,false_positive
ALR-028914,2026-08-29T02:30:53Z,svc_billing_sync,service,Service,Datacenter,1,664,,R01_impossible_travel,0,0,706.0,1,0.321,push,residential,64.0,425,2393,2,8.3,28.1,safari,macos,251,a6,20.7,false_positive
ALR-028915,2026-08-29T03:08:46Z,dadams7,human,Finance,Austin,0,465,,R02_new_device,1,0,0.0,0,0.269,sms,hosting,44.0,7,46,4,43.3,24.2,safari,macos,222,a5,4.6,false_positive
ALR-028916,2026-08-29T03:19:25Z,nbryant,human,Engineering,Remote,0,3051,,R04_off_hours,0,0,0.0,0,0.731,push,residential,48.0,13,75,1,25.2,61.6,chrome,macos,137,a2,13.8,false_positive
ALR-028917,2026-08-29T03:20:31Z,astewart8,human,Finance,San Francisco,0,3173,,R01_impossible_travel,0,0,695.0,1,0.369,push,residential,,11,73,2,37.5,25.3,firefox,macos,164,a5,14.8,false_positive
ALR-028918,2026-08-29T03:24:24Z,swalker,human,Engineering,San Francisco,0,1694,,R03_failed_login_burst,1,0,0.0,8,0.359,totp,corporate,72.0,7,43,5,15.9,22.9,chrome,macos,168,a5,3.7,false_positive
ALR-028919,2026-08-29T03:29:53Z,srussell,human,Engineering,San Francisco,0,361,,R04_off_hours,0,0,0.0,0,0.678,totp,residential,76.0,7,39,3,191.6,157.5,chrome,windows,253,a3,6.7,false_positive
ALR-028920,2026-08-29T03:50:29Z,kbailey,human,Sales,Remote,0,2153,,R07_mfa_method_change,0,0,0.0,2,0.533,sms,hosting,26.0,8,52,2,13.7,3.2,safari,windows,219,a2,12.7,false_positive
ALR-028921,2026-08-29T03:54:56Z,jharris,human,Engineering,San Francisco,0,333,,R07_mfa_method_change,0,0,0.0,0,0.423,none,residential,68.0,7,42,3,10.9,10.0,edge,macos,113,a1,6.2,false_positive
ALR-028922,2026-08-29T04:11:44Z,svc_etl_reporting,service,Service,Datacenter,1,163,,R02_new_device,1,0,0.0,0,0.57,push,residential,87.0,441,3247,3,65.9,13.8,safari,windows,115,a6,10.7,false_positive
ALR-028923,2026-08-29T04:16:18Z,smorgan5,human,Sales,San Francisco,1,2900,,R02_new_device,1,0,101.0,1,0.56,push,mobile,69.0,10,74,3,2.7,73.9,chrome,macos,152,a2,11.3,false_positive
ALR-028924,2026-08-29T04:16:51Z,cgray,human,Operations,London,0,1825,,R02_new_device,1,0,331.0,0,0.497,push,residential,74.0,7,49,3,10.7,26.4,safari,macos,226,a6,32.6,false_positive
ALR-028925,2026-08-29T04:21:08Z,bthomas,human,Security,Austin,0,17,,R01_impossible_travel,1,0,4187.0,0,0.324,push,corporate,92.0,5,29,1,42.9,6.3,firefox,macos,249,a3,3.6,false_positive
ALR-028926,2026-08-29T04:21:16Z,schen,human,People,Remote,0,1701,,R03_failed_login_burst,0,0,0.0,13,0.518,none,residential,92.0,8,51,3,41.3,1.5,safari,ios,91,a6,8.3,false_positive
ALR-028927,2026-08-29T04:26:12Z,dcarter,human,People,San Francisco,1,1622,,R02_new_device,1,0,0.0,0,0.438,totp,residential,79.0,11,62,4,415.6,22.5,edge,android,229,a4,5.7,false_positive
ALR-028928,2026-08-29T04:33:40Z,fmorgan5,human,People,San Francisco,0,1816,,R02_new_device,1,0,636.0,0,0.238,sms,hosting,,12,74,2,7.0,24.6,chrome,ios,122,a2,30.9,false_positive
ALR-028929,2026-08-29T04:57:13Z,ngreen,human,Finance,Austin,0,1762,,R04_off_hours,0,0,0.0,0,0.363,totp,residential,,8,55,1,111.6,98.4,chrome,windows,128,a3,16.5,false_positive
ALR-028930,2026-08-29T05:05:49Z,bsimmons,human,People,Austin,0,56,,R04_off_hours,1,0,0.0,0,0.743,push,mobile,100.0,5,29,3,1.7,12.9,safari,macos,206,a4,22.2,false_positive
ALR-028931,2026-08-29T05:15:35Z,cmorris,human,Operations,London,0,2545,,R03_failed_login_burst,1,0,0.0,10,0.17,push,corporate,,16,120,3,8.1,58.6,chrome,macos,207,a1,35.2,true_positive
ALR-028932,2026-08-29T05:41:14Z,dlong,human,Engineering,San Francisco,0,546,,R07_mfa_method_change,0,0,0.0,0,0.376,sms,residential,93.0,15,92,1,102.7,120.5,chrome,macos,179,a6,7.0,false_positive
ALR-028933,2026-08-29T05:45:10Z,swatson,human,Sales,San Francisco,0,873,,R02_new_device,1,0,0.0,1,0.292,sms,corporate,80.0,6,37,2,9.7,75.0,chrome,macos,197,a3,18.4,false_positive
ALR-028934,2026-08-29T05:51:35Z,nsanders5,human,Sales,San Francisco,0,1158,,R02_new_device,1,0,0.0,0,0.304,totp,residential,99.0,9,55,3,3.0,29.4,safari,macos,107,a6,25.5,false_positive
ALR-028935,2026-08-29T06:27:27Z,egonzales,human,Sales,Austin,0,411,,R06_risky_ip,0,1,0.0,1,0.135,push,hosting,49.0,11,72,7,11.3,82.1,chrome,macos,184,a3,4.5,false_positive
ALR-028936,2026-08-29T06:29:38Z,jwhite,human,Marketing,San Francisco,0,991,,R05_new_country,1,1,0.0,1,0.434,push,corporate,,10,74,4,23.4,15.2,chrome,windows,158,a3,13.7,false_positive
ALR-028937,2026-08-29T06:50:15Z,cperez,human,People,San Francisco,0,2489,,R07_mfa_method_change,0,0,0.0,0,0.202,none,corporate,64.0,8,51,3,11.7,18.3,chrome,windows,177,a1,5.8,false_positive
ALR-028938,2026-08-29T06:51:52Z,ballen,human,Operations,Austin,0,716,,R02_new_device,1,0,0.0,1,0.096,push,residential,63.0,6,33,3,27.2,16.4,chrome,macos,205,a6,6.8,false_positive
ALR-028939,2026-08-29T07:04:16Z,twashington,human,People,New York,0,2236,,R03_failed_login_burst,0,0,0.0,11,0.39,push,corporate,79.0,10,65,2,141.1,25.0,firefox,macos,99,a6,11.8,false_positive
ALR-028940,2026-08-29T07:14:19Z,bnelson,human,Engineering,San Francisco,0,2207,,R02_new_device,1,0,0.0,0,0.309,push,residential,91.0,9,53,6,7.6,29.6,chrome,windows,205,a1,14.9,false_positive
ALR-028941,2026-08-29T07:15:13Z,dparker,human,Engineering,San Francisco,0,408,,R01_impossible_travel,0,0,2058.0,0,0.553,none,residential,67.0,8,58,2,20.3,31.9,safari,windows,131,a2,45.2,true_positive
ALR-028942,2026-08-29T07:21:22Z,bward,human,Engineering,London,1,3007,,R06_risky_ip,0,0,0.0,0,0.106,sms,hosting,31.0,9,64,1,29.4,2.2,safari,windows,193,a2,7.3,false_positive
ALR-028943,2026-08-29T07:40:38Z,gallen,human,Sales,San Francisco,0,2400,,R03_failed_login_burst,1,0,0.0,10,0.684,none,residential,67.0,9,61,4,21.0,14.3,firefox,macos,103,a2,5.3,false_positive
ALR-028944,2026-08-29T07:41:17Z,atorres,human,Engineering,New York,0,3133,,R04_off_hours,0,0,0.0,0,0.777,push,residential,80.0,5,31,3,27.1,11.6,chrome,macos,220,a4,16.4,true_positive
ALR-028945,2026-08-29T07:46:00Z,svc_etl_reporting,service,Service,Datacenter,1,163,,R02_new_device,1,0,0.0,0,0.325,push,residential,65.0,381,2182,4,4.9,19.8,chrome,ios,122,a1,15.7,false_positive
ALR-028946,2026-08-29T07:46:18Z,awood,human,Marketing,San Francisco,0,1700,,R04_off_hours,0,0,0.0,1,0.832,sms,residential,44.0,10,58,1,6.1,21.6,chrome,macos,179,a4,8.5,false_positive
ALR-028947,2026-08-29T07:46:57Z,svc_deploy,service,Service,Datacenter,1,174,,R05_new_country,0,1,50.0,0,0.323,push,corporate,,368,2316,2,14.8,30.6,safari,windows,188,a2,13.9,false_positive
ALR-028948,2026-08-29T07:52:20Z,sphillips,human,Sales,Austin,0,1294,,R04_off_hours,0,0,0.0,0,0.523,push,corporate,76.0,5,29,1,12.9,93.5,edge,macos,162,a4,19.6,false_positive
ALR-028949,2026-08-29T07:58:08Z,swalker,human,Engineering,San Francisco,0,1694,,R03_failed_login_burst,0,0,72.0,12,0.313,push,corporate,61.0,7,40,1,91.8,74.8,chrome,macos,218,a5,7.3,false_positive
ALR-028950,2026-08-29T08:02:46Z,amorris,human,Operations,London,0,3014,,R02_new_device,1,0,0.0,0,0.49,push,corporate,79.0,9,62,2,100.8,26.9,chrome,ios,124,a2,4.7,false_positive
ALR-028951,2026-08-29T08:09:15Z,lhill,human,Security,San Francisco,0,1734,,R04_off_hours,0,0,16.0,0,0.813,totp,corporate,45.0,9,56,2,105.2,16.8,chrome,macos,210,a5,26.5,true_positive
ALR-028952,2026-08-29T08:12:31Z,tmartin,human,Marketing,London,0,3049,,R07_mfa_method_change,1,0,141.0,0,0.465,sms,corporate,100.0,8,45,3,10.0,38.7,safari,macos,238,a6,4.1,false_positive
ALR-028953,2026-08-29T08:15:25Z,bwood,human,Engineering,Austin,0,993,,R04_off_hours,0,0,0.0,0,0.534,push,residential,63.0,16,114,2,4.5,5.6,edge,macos,237,a4,16.3,false_positive
ALR-028954,2026-08-29T08:19:38Z,ahill2,human,People,Austin,0,2143,,R04_off_hours,0,0,0.0,1,0.812,push,residential,77.0,10,66,2,32.7,22.3,edge,macos,205,a1,2.9,false_positive
ALR-028955,2026-08-29T08:34:56Z,awilson,human,Engineering,San Francisco,0,791,,R06_risky_ip,0,0,2310.0,0,0.287,push,hosting,,8,51,4,18.0,18.8,firefox,windows,201,a4,12.4,false_positive
